entity_group,score,word,start,end,Source,Index,Text
PER,0.8202821,Narendra Modi,71,84,15th BRICS summit,5,"On 22 August 2023, Daily Maverick reported that India's Prime Minister Narendra Modi refused to get off his plane until the deputy president of South Africa was dispatched to welcome him instead of the government cabinet minister that was present to conduct the airport welcome. The South African government denied that Modi had refused to disembark his plane, saying that Ramaphosa was unable to meet Modi at the airport due to scheduling difficulties, and adding that it was common for government ministers to welcome visiting heads of state.  "
LOC,0.9991109,South Africa,144,156,15th BRICS summit,5,"On 22 August 2023, Daily Maverick reported that India's Prime Minister Narendra Modi refused to get off his plane until the deputy president of South Africa was dispatched to welcome him instead of the government cabinet minister that was present to conduct the airport welcome. The South African government denied that Modi had refused to disembark his plane, saying that Ramaphosa was unable to meet Modi at the airport due to scheduling difficulties, and adding that it was common for government ministers to welcome visiting heads of state.  "
MISC,0.99865276,South African,283,296,15th BRICS summit,5,"On 22 August 2023, Daily Maverick reported that India's Prime Minister Narendra Modi refused to get off his plane until the deputy president of South Africa was dispatched to welcome him instead of the government cabinet minister that was present to conduct the airport welcome. The South African government denied that Modi had refused to disembark his plane, saying that Ramaphosa was unable to meet Modi at the airport due to scheduling difficulties, and adding that it was common for government ministers to welcome visiting heads of state.  "
PER,0.92583174,Modi,320,324,15th BRICS summit,5,"On 22 August 2023, Daily Maverick reported that India's Prime Minister Narendra Modi refused to get off his plane until the deputy president of South Africa was dispatched to welcome him instead of the government cabinet minister that was present to conduct the airport welcome. The South African government denied that Modi had refused to disembark his plane, saying that Ramaphosa was unable to meet Modi at the airport due to scheduling difficulties, and adding that it was common for government ministers to welcome visiting heads of state.  "
PER,0.5738769,Ramaphosa,373,382,15th BRICS summit,5,"On 22 August 2023, Daily Maverick reported that India's Prime Minister Narendra Modi refused to get off his plane until the deputy president of South Africa was dispatched to welcome him instead of the government cabinet minister that was present to conduct the airport welcome. The South African government denied that Modi had refused to disembark his plane, saying that Ramaphosa was unable to meet Modi at the airport due to scheduling difficulties, and adding that it was common for government ministers to welcome visiting heads of state.  "
PER,0.9792346,Modi,402,406,15th BRICS summit,5,"On 22 August 2023, Daily Maverick reported that India's Prime Minister Narendra Modi refused to get off his plane until the deputy president of South Africa was dispatched to welcome him instead of the government cabinet minister that was present to conduct the airport welcome. The South African government denied that Modi had refused to disembark his plane, saying that Ramaphosa was unable to meet Modi at the airport due to scheduling difficulties, and adding that it was common for government ministers to welcome visiting heads of state.  "
ORG,0.99922204,Daily Maverick,44,58,15th BRICS summit,6,"Following the publication of the story, the Daily Maverick experienced a sustained DDOS attack from India, which forced it to temporarily block access to the site from the country. The editor-in-chief of the Daily Maverick speculated that the reason for the DDOS attack was to prevent people in India from reading the article."
MISC,0.49830022,DDOS,83,87,15th BRICS summit,6,"Following the publication of the story, the Daily Maverick experienced a sustained DDOS attack from India, which forced it to temporarily block access to the site from the country. The editor-in-chief of the Daily Maverick speculated that the reason for the DDOS attack was to prevent people in India from reading the article."
LOC,0.9997862,India,100,105,15th BRICS summit,6,"Following the publication of the story, the Daily Maverick experienced a sustained DDOS attack from India, which forced it to temporarily block access to the site from the country. The editor-in-chief of the Daily Maverick speculated that the reason for the DDOS attack was to prevent people in India from reading the article."
ORG,0.999039,Daily Maverick,208,222,15th BRICS summit,6,"Following the publication of the story, the Daily Maverick experienced a sustained DDOS attack from India, which forced it to temporarily block access to the site from the country. The editor-in-chief of the Daily Maverick speculated that the reason for the DDOS attack was to prevent people in India from reading the article."
MISC,0.4961973,DDOS,258,262,15th BRICS summit,6,"Following the publication of the story, the Daily Maverick experienced a sustained DDOS attack from India, which forced it to temporarily block access to the site from the country. The editor-in-chief of the Daily Maverick speculated that the reason for the DDOS attack was to prevent people in India from reading the article."
LOC,0.9997689,India,295,300,15th BRICS summit,6,"Following the publication of the story, the Daily Maverick experienced a sustained DDOS attack from India, which forced it to temporarily block access to the site from the country. The editor-in-chief of the Daily Maverick speculated that the reason for the DDOS attack was to prevent people in India from reading the article."
PER,0.99714166,Cyril Ramaphosa,26,41,15th BRICS summit,7,"Despite meeting with host Cyril Ramaphosa earlier in the day and attending the BRICS dinner afterward, Chinese leader Xi Jinping unexpectedly did not attend the BRICS business forum where he had been scheduled to speak and instead his speech was read out by Minister of Commerce of China Wang Wentao."
ORG,0.4621457,BRICS,79,84,15th BRICS summit,7,"Despite meeting with host Cyril Ramaphosa earlier in the day and attending the BRICS dinner afterward, Chinese leader Xi Jinping unexpectedly did not attend the BRICS business forum where he had been scheduled to speak and instead his speech was read out by Minister of Commerce of China Wang Wentao."
MISC,0.99974734,Chinese,103,110,15th BRICS summit,7,"Despite meeting with host Cyril Ramaphosa earlier in the day and attending the BRICS dinner afterward, Chinese leader Xi Jinping unexpectedly did not attend the BRICS business forum where he had been scheduled to speak and instead his speech was read out by Minister of Commerce of China Wang Wentao."
PER,0.99938345,Xi Jinping,118,128,15th BRICS summit,7,"Despite meeting with host Cyril Ramaphosa earlier in the day and attending the BRICS dinner afterward, Chinese leader Xi Jinping unexpectedly did not attend the BRICS business forum where he had been scheduled to speak and instead his speech was read out by Minister of Commerce of China Wang Wentao."
ORG,0.5642417,BRICS,161,166,15th BRICS summit,7,"Despite meeting with host Cyril Ramaphosa earlier in the day and attending the BRICS dinner afterward, Chinese leader Xi Jinping unexpectedly did not attend the BRICS business forum where he had been scheduled to speak and instead his speech was read out by Minister of Commerce of China Wang Wentao."
ORG,0.9271615,Commerce,270,278,15th BRICS summit,7,"Despite meeting with host Cyril Ramaphosa earlier in the day and attending the BRICS dinner afterward, Chinese leader Xi Jinping unexpectedly did not attend the BRICS business forum where he had been scheduled to speak and instead his speech was read out by Minister of Commerce of China Wang Wentao."
LOC,0.998109,China,282,287,15th BRICS summit,7,"Despite meeting with host Cyril Ramaphosa earlier in the day and attending the BRICS dinner afterward, Chinese leader Xi Jinping unexpectedly did not attend the BRICS business forum where he had been scheduled to speak and instead his speech was read out by Minister of Commerce of China Wang Wentao."
PER,0.9713996,Wang Wentao,288,299,15th BRICS summit,7,"Despite meeting with host Cyril Ramaphosa earlier in the day and attending the BRICS dinner afterward, Chinese leader Xi Jinping unexpectedly did not attend the BRICS business forum where he had been scheduled to speak and instead his speech was read out by Minister of Commerce of China Wang Wentao."
